iter	Logloss
0	0.6280620111
1	0.5698282216
2	0.5245443076
3	0.4849216215
4	0.447693687
5	0.4117117245
6	0.3821398916
7	0.3553606831
8	0.33848582
9	0.3179377783
10	0.3016235617
11	0.2823078883
12	0.2682701017
13	0.2550829869
14	0.244207839
15	0.2322825209
16	0.2229797703
17	0.2126055206
18	0.2048852357
19	0.1945064117
20	0.1869846619
21	0.1774955328
22	0.1699385175
23	0.1666116161
24	0.1582685267
25	0.1511554916
26	0.1446886938
27	0.1391736521
28	0.1350422883
29	0.1308950324
30	0.1268967719
31	0.1235650471
32	0.1201951462
33	0.1168019747
34	0.1145683286
35	0.1123358361
36	0.1104345239
37	0.1070506268
38	0.103952177
39	0.1019246965
40	0.09967151245
41	0.09761817305
42	0.09583380569
43	0.09459486424
44	0.09335982865
45	0.09121367114
46	0.0900670462
47	0.08763483323
48	0.08667008527
49	0.08583091903
50	0.08518009431
51	0.08398272921
52	0.08293148696
53	0.0810289973
54	0.07954225592
55	0.07813961714
56	0.07679277419
57	0.0753503951
58	0.07447126953
59	0.07358707491
60	0.07253571111
61	0.07070108104
62	0.06959588904
63	0.06847138404
64	0.06723211536
65	0.06669272066
66	0.06630787103
67	0.06548673511
68	0.06489359918
69	0.06375406038
70	0.06273788137
71	0.06176945606
72	0.06066441876
73	0.06012648441
74	0.05890995455
75	0.05823833518
76	0.05781294893
77	0.05705398385
78	0.05659536193
79	0.05624577935
80	0.0552526557
81	0.05479289146
82	0.05441030375
83	0.05324538234
84	0.05282755391
85	0.05207278573
86	0.05179299421
87	0.0508505907
88	0.05046547738
89	0.05018208986
90	0.04978482865
91	0.04948194598
92	0.04840668338
93	0.04808503443
94	0.04788045563
95	0.04725452265
96	0.0469157979
97	0.04643230608
98	0.04577247959
99	0.04545321565
100	0.04463251441
101	0.04416498615
102	0.04392264552
103	0.04368111074
104	0.04302192326
105	0.04277537103
106	0.04205640409
107	0.04157878528
108	0.04125392017
109	0.04103574112
110	0.04083940673
111	0.0405854841
112	0.04005982221
113	0.03976541889
114	0.03962255247
115	0.03926994203
116	0.03879919749
117	0.03852797481
118	0.03841785516
119	0.03802215855
120	0.03783931579
121	0.03756176031
122	0.03735930873
123	0.03726235764
124	0.03717368541
125	0.03668292541
126	0.03647444101
127	0.03615170178
128	0.03595507189
129	0.03569283486
130	0.03514281212
131	0.03488565086
132	0.03445245279
133	0.03418346804
134	0.03360608106
135	0.03353685315
136	0.03331550305
137	0.03297139596
138	0.03281749542
139	0.03275929096
140	0.03257346734
141	0.03247671656
142	0.0322195528
143	0.03208948264
144	0.03207001119
145	0.03175813867
146	0.03157431046
147	0.03118919455
148	0.03094737017
149	0.0307674057
150	0.03035178209
151	0.03017293494
152	0.03012241113
153	0.02985390859
154	0.02977760965
155	0.02969010607
156	0.02925436499
157	0.02883956753
158	0.0286433352
159	0.02826067695
160	0.02819857386
161	0.02780743874
162	0.02762834601
163	0.02741404102
164	0.02731181985
165	0.02704647606
166	0.02697390144
167	0.02693813142
168	0.026736686
169	0.02658002331
170	0.02636497555
171	0.0263459389
172	0.026237789
173	0.02612691303
174	0.02595748442
175	0.02563695221
176	0.02560161481
177	0.02544796842
178	0.02515442261
179	0.02504555096
180	0.02491414728
181	0.0247475891
182	0.02463161812
183	0.02457433403
184	0.02449676878
185	0.02440876081
186	0.0241827538
187	0.0241086268
188	0.02379245361
189	0.02349930117
190	0.02343851053
191	0.02340354097
192	0.023357965
193	0.02322722957
194	0.02281887065
195	0.02275417076
196	0.02268523771
197	0.0224568774
198	0.02229821693
199	0.02224937598
200	0.02214570197
201	0.02196793968
202	0.02182891992
203	0.0215457343
204	0.02133395509
205	0.02124800951
206	0.02110095917
207	0.02100180986
208	0.02085533719
209	0.02059259817
210	0.02052785814
211	0.02046722041
212	0.02029332494
213	0.02025111585
214	0.02023094034
215	0.02019240575
216	0.01991437489
217	0.01971243584
218	0.01966919792
219	0.01950956528
220	0.01945466545
221	0.01940966316
222	0.01935116632
223	0.01923288034
224	0.01919567779
225	0.01918154237
226	0.01912540807
227	0.01906117278
228	0.01898162181
229	0.01897087402
230	0.01878053318
231	0.01864623388
232	0.01858483176
233	0.01854314912
234	0.0184393539
235	0.01840634758
236	0.01838772106
237	0.01819692047
238	0.01804088505
239	0.01798691739
240	0.01797094366
241	0.01790657938
242	0.01785019332
243	0.01774726236
244	0.01772871738
245	0.01764230449
246	0.01761252775
247	0.01760194096
248	0.01751252844
249	0.01749913629
250	0.01746637459
251	0.0172187523
252	0.01714538891
253	0.01709022424
254	0.01706162695
255	0.01690234574
256	0.01688422001
257	0.01677660403
258	0.01673594195
259	0.01672261633
260	0.01669891312
261	0.01664378278
262	0.01658531742
263	0.01654141049
264	0.01642118258
265	0.01628478717
266	0.01617774513
267	0.0161589369
268	0.01613535201
269	0.0160259427
270	0.01597408244
271	0.0158884317
272	0.01578574275
273	0.01577267962
274	0.01574192626
275	0.0155967117
276	0.01551997584
277	0.01544958351
278	0.01541169916
279	0.015317454
280	0.01524184939
281	0.01518865891
282	0.01512887066
283	0.0150669135
284	0.01499776344
285	0.01496897713
286	0.01496021957
287	0.01490972696
288	0.01483022639
289	0.01477971757
290	0.01476834568
291	0.01474406242
292	0.01471806476
293	0.01467504797
294	0.01465680605
295	0.01464930265
296	0.01450484942
297	0.01439070011
298	0.01438151557
299	0.01437642693
300	0.01427017631
301	0.01426381813
302	0.01425006953
303	0.0142428111
304	0.01418810067
305	0.01414741777
306	0.01405344649
307	0.01399089867
308	0.01396404964
309	0.01386198226
310	0.01384318767
311	0.01378741606
312	0.01369552255
313	0.01363571928
314	0.01350213
315	0.01345367514
316	0.01344278929
317	0.01343520834
318	0.01341956347
319	0.01339946281
320	0.01337832176
321	0.0133299857
322	0.01329407755
323	0.01326784546
324	0.01326089976
325	0.01323047968
326	0.01321907068
327	0.01312279188
328	0.01307981571
329	0.01305030921
330	0.01302865049
331	0.01300433032
332	0.01299869022
333	0.01290033899
334	0.01285348829
335	0.01276880152
336	0.0126942436
337	0.01266226353
338	0.01258369306
339	0.0125334552
340	0.01252949253
341	0.01252181351
342	0.01249289571
343	0.01249289183
344	0.01246573985
345	0.01241158221
346	0.01238955761
347	0.012386306
348	0.01238125866
349	0.01233487083
350	0.01232050588
351	0.01223361582
352	0.01220730789
353	0.01213609642
354	0.01212656848
355	0.01208140847
356	0.0120760851
357	0.01205499842
358	0.0120499516
359	0.01203047399
360	0.01199103349
361	0.01195102132
362	0.01193219738
363	0.01186963864
364	0.01183860587
365	0.01183559363
366	0.01182427329
367	0.01179979561
368	0.01175932435
369	0.01163434162
370	0.0116148362
371	0.01157338172
372	0.0115693187
373	0.01150566734
374	0.01148896246
375	0.01148367106
376	0.01146543083
377	0.01143269037
378	0.01141178348
379	0.01140508991
380	0.01138892932
381	0.01132601794
382	0.01124221826
383	0.01112680169
384	0.01107997337
385	0.01105528605
386	0.01096745729
387	0.01095102613
388	0.0109140125
389	0.01083188461
390	0.01070393722
391	0.01068070915
392	0.01068070794
393	0.01067395378
394	0.01067394399
395	0.01055553265
396	0.01054938791
397	0.01050599723
398	0.01046023332
399	0.01042053651
400	0.01040636834
401	0.01036956931
402	0.01033558199
403	0.01031487605
404	0.01030898876
405	0.01029587354
406	0.01028817202
407	0.010266926
408	0.01023273786
409	0.01018770787
410	0.0101672414
411	0.01011230261
412	0.01009269359
413	0.01008852004
414	0.01005501674
415	0.01003947044
416	0.01003029895
417	0.01000132528
418	0.0098782169
419	0.009870536338
420	0.009837284832
421	0.00982501288
422	0.009731739452
423	0.009714652322
424	0.009702091938
425	0.009687475102
426	0.009668297049
427	0.009650511436
428	0.00961303252
429	0.00958706613
430	0.009587066003
431	0.00951150306
432	0.009492660981
433	0.009473904554
434	0.009462167377
435	0.009447030523
436	0.009434644661
437	0.009405082063
438	0.009375621217
439	0.009361929454
440	0.009324633871
441	0.009215490128
442	0.009188204386
443	0.009185108393
444	0.009162045293
445	0.009150395137
446	0.009133747838
447	0.009073371065
448	0.008992351244
449	0.008965530383
450	0.008943723869
451	0.008925740495
452	0.008909457632
453	0.008906747069
454	0.008865648352
455	0.00885323716
456	0.008828382447
457	0.00880444524
458	0.008786179177
459	0.008769005825
460	0.008753510887
461	0.008735982152
462	0.008661160783
463	0.008661157905
464	0.008643849624
465	0.008627962993
466	0.008596046065
467	0.008596040221
468	0.008545046865
469	0.008538061566
470	0.008525780068
471	0.008467077841
472	0.00844001609
473	0.00842581861
474	0.00837858796
475	0.008370626902
476	0.008370574771
477	0.008363811764
478	0.008358257788
479	0.008349598056
480	0.008259737059
481	0.008230596632
482	0.008216491687
483	0.008181997427
484	0.008166302307
485	0.008141932609
486	0.008122613173
487	0.008113402021
488	0.008104953502
489	0.008075059646
490	0.008022172976
491	0.008004280895
492	0.008004271336
493	0.008000752298
494	0.007985478118
495	0.007938060408
496	0.007938052446
497	0.007934673307
498	0.007924179758
499	0.007907857213
500	0.007904328375
501	0.007889773812
502	0.007850321863
503	0.007773277355
504	0.007733009894
505	0.007720184341
506	0.007720167176
507	0.007712218821
508	0.00769457042
509	0.007687481784
510	0.007679821392
511	0.00763758734
512	0.007619937848
513	0.00760700281
514	0.007603020614
515	0.007594057186
516	0.007565548112
517	0.007562932646
518	0.007532010266
519	0.007457473855
520	0.007442528626
521	0.007426698259
522	0.007370425807
523	0.007367318924
524	0.007341453475
525	0.007306892847
526	0.007272452366
527	0.007241808834
528	0.007226226495
529	0.007161023122
530	0.007134851947
531	0.007121877773
532	0.007113171666
533	0.007105723526
534	0.007091286993
535	0.007052899028
536	0.0070528881
537	0.007020084437
538	0.007017210533
539	0.006969200757
540	0.006969164017
541	0.006969139536
542	0.006950688022
543	0.006926103816
544	0.006926112792
545	0.006926103309
546	0.006922841148
547	0.006910753887
548	0.006910751845
549	0.006910746077
550	0.006881457129
551	0.006878374346
552	0.006878371063
553	0.006878202955
554	0.006871735709
555	0.006871737027
556	0.006871724501
557	0.006871723842
558	0.006867173262
559	0.006860659514
560	0.006860654126
561	0.006854438432
562	0.006854443427
563	0.00682728786
564	0.006821668682
565	0.006802458085
566	0.006764180011
567	0.006715795366
568	0.006700855334
569	0.006700833985
570	0.00670083311
571	0.006700816211
572	0.006700813003
573	0.006700803115
574	0.006700801112
575	0.006697641463
576	0.006691896927
577	0.006691887406
578	0.006687920043
579	0.006681054548
580	0.006663461981
581	0.006657449803
582	0.00661006361
583	0.006610057651
584	0.006606287086
585	0.006595341447
586	0.006595341447
587	0.006571966993
588	0.006554105618
589	0.006499290466
590	0.006499290466
591	0.006499294257
592	0.006492930778
593	0.006492927178
594	0.006487854995
595	0.006480626283
596	0.006480626283
597	0.006480582405
598	0.006474650186
599	0.006452667552
600	0.006444289509
601	0.006405666472
602	0.006365040991
603	0.006311907624
604	0.006294046287
605	0.006273634229
606	0.006273634229
607	0.006273634229
608	0.006273634229
609	0.006273634229
610	0.006273634229
611	0.006273634229
612	0.006273634229
613	0.006273634229
614	0.006273634229
615	0.006273634229
616	0.006273634229
617	0.006273634229
618	0.006273634229
619	0.006273634229
620	0.006273634229
621	0.006273634229
622	0.006273634229
623	0.006273634229
624	0.006273634229
625	0.006273628853
626	0.006273628853
627	0.006273628853
628	0.006273628853
629	0.006273628853
630	0.006273628853
631	0.006273628853
632	0.006273599415
633	0.006273599415
634	0.006273599415
635	0.006273599415
636	0.006264127215
637	0.006264112902
638	0.006264117732
639	0.006264111887
640	0.006264117085
641	0.006264115374
642	0.006264110049
643	0.006264108287
644	0.006264097397
645	0.006264091273
646	0.006264094747
647	0.006264094747
648	0.006264094747
649	0.006264101276
650	0.00626408766
651	0.006264081955
652	0.006264081955
653	0.006264081892
654	0.006264075806
655	0.006264070203
656	0.006264066653
657	0.006264063826
658	0.006264064067
659	0.00626405679
660	0.006264052923
661	0.006264052441
662	0.006264048131
663	0.006264052391
664	0.006264044505
665	0.006264044999
666	0.006264042692
667	0.006264042755
668	0.006264043554
669	0.006264042831
670	0.00626402526
671	0.006264030914
672	0.006264036455
673	0.006264034363
674	0.006264017007
675	0.006264019276
676	0.006264017653
677	0.006264017235
678	0.006264008716
679	0.006264003911
680	0.006264009147
681	0.006264003556
682	0.006263999473
683	0.006263994212
684	0.006263988393
685	0.006263989585
686	0.006264000627
687	0.006263995379
688	0.006263968134
689	0.006263962695
690	0.006263948965
691	0.006263948471
692	0.006263955634
693	0.006263948395
694	0.006263941688
695	0.00626393952
696	0.006263934094
697	0.006263927426
698	0.006263920478
699	0.006263931064
700	0.006263931064
701	0.006263917879
702	0.006263918209
703	0.006263924662
704	0.006263920694
705	0.006263920034
706	0.006263913657
707	0.006263911832
708	0.006263910691
709	0.006263909791
710	0.006263914875
711	0.00626390903
712	0.006263907395
713	0.006263895845
714	0.006263902514
715	0.006263900789
716	0.006263887947
717	0.006263890571
718	0.006263885373
719	0.006263884308
720	0.006263882736
721	0.006263881152
722	0.006263888619
723	0.006263877602
724	0.006263877602
725	0.006263883167
726	0.006263886692
727	0.006263886692
728	0.006263866344
729	0.006263867244
730	0.006263869311
731	0.006263868651
732	0.006263864468
733	0.006263864049
734	0.006263864201
735	0.006263858864
736	0.006263850395
737	0.006263853641
738	0.006263858129
739	0.0062638507
740	0.006263843701
741	0.006263842104
742	0.006263847543
743	0.00626383645
744	0.006263836424
745	0.006263839074
746	0.006263833775
747	0.00626382807
748	0.006263821858
749	0.006263798353
750	0.006263798353
751	0.006263798353
752	0.006263798353
753	0.006263798353
754	0.006263798353
755	0.006263798353
756	0.006263798353
757	0.006263798353
758	0.006263798353
759	0.006263798353
760	0.006263798353
761	0.006263798353
762	0.006263798353
763	0.006263798353
764	0.006263798353
765	0.006263798353
766	0.006263798353
767	0.006263798353
768	0.006263798353
769	0.006263798353
770	0.006263798353
771	0.006263798353
772	0.006263798353
773	0.006263798353
774	0.006263798353
775	0.006263798353
776	0.006263798353
777	0.006263798353
778	0.006263798353
779	0.006263798353
780	0.006263798353
781	0.006263798353
782	0.006263798353
783	0.006263798353
784	0.006263798353
785	0.006263798353
786	0.006263798353
787	0.006263798353
788	0.006263798353
789	0.006263798353
790	0.006263798353
791	0.006263798353
792	0.006263798353
793	0.006263798353
794	0.006263798353
795	0.006263798353
796	0.006263802701
797	0.006263800597
798	0.006263791773
799	0.006263794258
800	0.006263777574
801	0.006263770944
802	0.006263767812
803	0.006263763223
804	0.006263761663
805	0.006263753854
806	0.006263747312
807	0.00626374735
808	0.006263745094
809	0.006263741341
810	0.00626373471
811	0.006263699517
812	0.006263699517
813	0.006263699517
814	0.006263699517
815	0.006263699517
816	0.006263699517
817	0.006263699517
818	0.006263699517
819	0.006263699517
820	0.006263699517
821	0.006263699517
822	0.006263699517
823	0.006263699517
824	0.006263699517
825	0.006263699517
826	0.006263699517
827	0.006263699517
828	0.006263699517
829	0.006263699517
830	0.006263699517
831	0.006263699517
832	0.006263666073
833	0.006263659037
834	0.006263648565
835	0.006263627101
836	0.006263607641
837	0.006263601632
838	0.006263579699
839	0.006263562888
840	0.006263539434
841	0.006263523689
842	0.006263515955
843	0.006263506104
844	0.006263495202
845	0.006263480495
846	0.006263478048
847	0.006263465485
848	0.006263459133
849	0.006263448078
850	0.006263442563
851	0.00626344236
852	0.006263424181
853	0.006263416384
854	0.006263418843
855	0.006263404974
856	0.006263398584
857	0.006263391028
858	0.006263380328
859	0.00626336012
860	0.006263338136
861	0.006263331835
862	0.00626333091
863	0.006263318118
864	0.006263304388
865	0.006263295247
866	0.006263289872
867	0.006263273594
868	0.006263258431
869	0.006263257455
870	0.006263246172
871	0.006263235865
872	0.006263225456
873	0.006263226521
874	0.006263219827
875	0.006263209038
876	0.006263203257
877	0.006263207492
878	0.006263201698
879	0.00626319186
880	0.006263198364
881	0.006263191682
882	0.00626318547
883	0.006263179994
884	0.006263179791
885	0.006263172083
886	0.006263167379
887	0.006263161433
888	0.006263165059
889	0.006263165706
890	0.006263154055
891	0.006263153459
892	0.006263143291
893	0.006263139298
894	0.006263129967
895	0.00626313069
896	0.006263123831
897	0.006263122994
898	0.006263115869
899	0.00626311341
900	0.006263093873
901	0.006263072384
902	0.00626305745
903	0.006263048081
904	0.006263029622
905	0.006263013547
906	0.006262986847
907	0.0062629772
908	0.006262946316
909	0.006262956116
910	0.006262945771
911	0.006262940447
912	0.006262940447
913	0.006262938203
914	0.006262930926
915	0.006262932815
916	0.006262931509
917	0.006262919706
918	0.006262916853
919	0.006262914394
920	0.006262909766
921	0.006262905405
922	0.006262903085
923	0.006262895225
924	0.006262896303
