iter	Passed	Remaining
474	2654	2934
475	2660	2928
476	2665	2922
477	2670	2916
478	2675	2910
479	2681	2904
480	2686	2898
481	2691	2892
482	2697	2887
483	2702	2881
484	2707	2874
485	2713	2869
486	2718	2863
487	2723	2857
488	2729	2852
489	2735	2847
490	2741	2842
491	2747	2836
492	2751	2830
493	2756	2823
494	2763	2818
495	2768	2813
496	2773	2807
497	2778	2801
498	2784	2795
499	2789	2789
500	2795	2784
501	2800	2778
502	2806	2772
503	2812	2767
504	2817	2761
505	2823	2756
506	2827	2749
507	2832	2743
508	2838	2737
509	2843	2731
510	2848	2726
511	2854	2720
512	2859	2714
513	2864	2708
514	2870	2702
515	2875	2696
516	2880	2690
517	2885	2684
518	2890	2678
519	2895	2673
520	2901	2667
521	2906	2661
522	2912	2655
523	2917	2650
524	2922	2644
525	2928	2638
526	2933	2632
527	2938	2627
528	2944	2621
529	2949	2615
530	2955	2610
531	2960	2604
532	2966	2599
533	2972	2593
534	2978	2588
535	2983	2583
536	2988	2576
537	2994	2571
538	2999	2565
539	3004	2559
540	3008	2552
541	3012	2546
542	3018	2540
543	3023	2534
544	3028	2528
545	3032	2521
546	3037	2515
547	3042	2509
548	3047	2503
549	3051	2496
550	3057	2491
551	3062	2485
552	3067	2479
553	3071	2472
554	3077	2467
555	3081	2461
556	3086	2454
557	3090	2448
558	3095	2442
559	3100	2436
560	3104	2429
561	3109	2423
562	3113	2416
563	3118	2411
564	3124	2405
565	3129	2399
566	3134	2394
567	3140	2388
568	3145	2382
569	3150	2376
570	3154	2370
571	3158	2363
572	3163	2357
573	3167	2350
574	3171	2344
575	3176	2338
576	3181	2332
577	3185	2326
578	3190	2320
579	3196	2314
580	3201	2308
581	3206	2303
582	3213	2298
583	3217	2291
584	3222	2286
585	3228	2280
586	3232	2274
587	3237	2268
588	3243	2263
589	3249	2258
590	3254	2252
591	3258	2245
592	3263	2239
593	3267	2233
594	3273	2227
595	3278	2222
596	3282	2215
597	3286	2209
598	3292	2203
599	3297	2198
600	3302	2192
601	3308	2187
602	3313	2181
603	3319	2176
604	3324	2170
605	3330	2165
606	3334	2158
607	3338	2152
608	3342	2145
609	3346	2139
610	3350	2132
611	3354	2126
612	3358	2120
613	3362	2113
614	3366	2107
615	3370	2101
616	3374	2094
617	3378	2088
618	3382	2082
619	3386	2075
620	3391	2069
621	3395	2063
622	3400	2057
623	3404	2051
624	3409	2045
625	3413	2039
626	3417	2033
627	3421	2026
628	3425	2020
629	3429	2014
630	3434	2008
631	3438	2002
632	3442	1995
633	3446	1989
634	3450	1983
635	3454	1977
636	3460	1971
637	3464	1965
638	3468	1959
639	3472	1953
640	3476	1947
641	3480	1941
642	3484	1934
643	3488	1928
644	3492	1922
645	3497	1916
646	3501	1910
647	3505	1904
648	3510	1898
649	3514	1892
650	3519	1886
651	3523	1880
652	3527	1874
653	3532	1868
654	3536	1862
655	3540	1856
656	3545	1850
657	3549	1844
658	3553	1838
659	3557	1832
660	3561	1826
661	3566	1820
662	3570	1814
663	3574	1808
664	3578	1802
665	3582	1796
666	3586	1790
667	3591	1784
668	3595	1778
669	3599	1773
670	3603	1766
671	3607	1761
672	3612	1755
673	3616	1749
674	3620	1743
675	3624	1737
676	3629	1731
677	3633	1725
678	3637	1719
679	3641	1713
680	3645	1707
681	3649	1701
682	3654	1695
683	3658	1690
684	3662	1684
685	3666	1678
686	3671	1672
687	3675	1666
688	3679	1661
689	3684	1655
690	3688	1649
691	3692	1643
692	3697	1637
693	3701	1632
694	3705	1626
695	3709	1620
696	3714	1614
697	3718	1608
698	3723	1603
699	3727	1597
700	3731	1591
701	3735	1585
702	3739	1580
703	3744	1574
704	3747	1568
705	3752	1562
706	3756	1556
707	3760	1550
708	3764	1545
709	3768	1539
710	3773	1533
711	3777	1527
712	3781	1522
713	3785	1516
714	3789	1510
715	3793	1504
716	3798	1499
717	3802	1493
718	3806	1487
719	3810	1481
720	3814	1476
721	3818	1470
722	3822	1464
723	3827	1458
724	3831	1453
725	3835	1447
726	3839	1441
727	3843	1436
728	3847	1430
729	3852	1424
730	3856	1419
731	3860	1413
732	3864	1407
733	3868	1402
734	3872	1396
735	3876	1390
736	3880	1384
737	3885	1379
738	3889	1373
739	3893	1368
740	3897	1362
741	3902	1356
742	3906	1351
743	3911	1345
744	3914	1340
745	3918	1334
746	3922	1328
747	3927	1323
748	3931	1317
749	3935	1311
750	3939	1306
751	3943	1300
752	3947	1294
753	3951	1289
754	3955	1283
755	3960	1278
756	3964	1272
757	3968	1266
758	3972	1261
759	3976	1255
760	3981	1250
761	3985	1244
762	3989	1239
763	3993	1233
764	3997	1227
765	4001	1222
766	4005	1216
767	4009	1211
768	4013	1205
769	4018	1200
770	4022	1194
771	4026	1189
772	4030	1183
773	4035	1178
774	4039	1172
775	4043	1167
776	4047	1161
777	4052	1156
778	4056	1150
779	4060	1145
780	4065	1139
781	4069	1134
782	4073	1128
783	4077	1123
784	4081	1117
785	4085	1112
786	4089	1106
787	4093	1101
788	4098	1095
789	4102	1090
790	4106	1084
791	4110	1079
792	4115	1074
793	4119	1068
794	4123	1063
795	4128	1058
796	4133	1052
797	4137	1047
798	4141	1041
799	4145	1036
800	4150	1031
801	4154	1025
802	4158	1020
803	4163	1014
804	4167	1009
805	4172	1004
806	4176	998
807	4180	993
808	4184	988
809	4189	982
810	4193	977
811	4197	971
812	4202	966
813	4206	961
814	4210	955
815	4214	950
816	4219	945
817	4224	939
818	4229	934
819	4233	929
820	4237	923
821	4241	918
822	4245	913
823	4250	907
824	4254	902
825	4259	897
826	4263	891
827	4267	886
828	4271	881
829	4276	875
830	4280	870
831	4285	865
832	4290	860
833	4294	854
834	4299	849
835	4303	844
836	4307	838
837	4312	833
838	4317	828
839	4321	823
840	4326	817
841	4330	812
842	4335	807
843	4339	802
844	4344	796
845	4348	791
846	4353	786
847	4357	781
848	4362	775
849	4366	770
850	4371	765
851	4376	760
852	4381	755
853	4385	749
854	4390	744
855	4394	739
856	4398	733
857	4402	728
858	4407	723
859	4411	718
860	4415	712
861	4420	707
862	4425	702
863	4429	697
864	4433	691
865	4438	686
866	4443	681
867	4447	676
868	4451	671
869	4455	665
870	4460	660
871	4464	655
872	4468	650
873	4473	644
874	4477	639
875	4481	634
876	4486	629
877	4490	623
878	4494	618
879	4498	613
880	4503	608
881	4507	603
882	4511	597
883	4515	592
884	4519	587
885	4523	582
886	4544	578
887	4548	573
888	4552	568
889	4556	563
890	4560	557
891	4564	552
892	4568	547
893	4573	542
894	4577	537
895	4581	531
896	4585	526
897	4589	521
898	4593	516
899	4598	510
900	4602	505
901	4607	500
902	4611	495
903	4615	490
904	4619	484
905	4623	479
906	4627	474
907	4631	469
908	4636	464
909	4640	458
910	4644	453
911	4648	448
912	4652	443
913	4656	438
914	4660	432
915	4665	427
916	4669	422
917	4673	417
918	4677	412
919	4682	407
920	4686	401
921	4690	396
922	4694	391
923	4699	386
924	4703	381
925	4707	376
926	4712	371
927	4717	366
928	4721	360
929	4726	355
930	4730	350
931	4734	345
932	4738	340
933	4742	335
934	4747	330
935	4751	324
936	4755	319
937	4760	314
938	4764	309
939	4769	304
940	4773	299
941	4777	294
942	4781	289
943	4786	283
944	4790	278
945	4794	273
946	4798	268
947	4802	263
948	4807	258
949	4811	253
950	4816	248
951	4820	243
952	4824	237
953	4829	232
954	4833	227
955	4838	222
956	4842	217
957	4847	212
958	4851	207
959	4855	202
960	4859	197
961	4863	192
962	4867	187
963	4871	181
964	4876	176
965	4880	171
966	4885	166
967	4889	161
968	4893	156
969	4897	151
970	4901	146
971	4906	141
972	4910	136
973	4914	131
974	4918	126
975	4922	121
976	4927	115
977	4931	110
978	4935	105
979	4939	100
980	4943	95
981	4947	90
982	4951	85
983	4956	80
984	4960	75
985	4964	70
986	4968	65
987	4972	60
988	4977	55
989	4981	50
990	4985	45
991	4989	40
992	4994	35
993	4998	30
994	5002	25
995	5007	20
996	5010	15
997	5015	10
998	5019	5
999	5023	0
