번호,인허가일자,상세영업상태코드,폐업일자,소재지우편번호,소재지전체주소,도로명전체주소,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y),다중이용업소여부,시설총규모
681,20160303,1,,608811,부산광역시 남구 대연동 639-3번지,부산광역시 남구 유엔평화로41번길 107 (대연동),카페토모,2.0191E+13,U,2019-10-13 02:40:00.0,391159.747,183365.0757,N,41.73
687,20160421,1,,608832,부산광역시 남구 용호동 41-27번지,"부산광역시 남구 동명로101번나길 37, 1층 (용호동)",빙달,2.01605E+13,I,2018-08-31 23:59:59.0,392245.4147,182512.7439,N,38.85
689,20140725,1,,608828,부산광역시 남구 문현동 247-5번지,"부산광역시 남구 수영로 46, 1층 (문현동)",이디야문현동점,2.01707E+13,I,2018-08-31 23:59:59.0,388803.6798,183868.6917,N,92.53
690,20140813,1,,608804,부산광역시 남구 대연동 32-4번지,부산광역시 남구 용소로21번길 103 (대연동),언니동생,2.01802E+13,I,2018-08-31 23:59:59.0,391808.4687,184068.4387,N,84.06
691,20140814,1,,608828,부산광역시 남구 문현동 353-1번지,부산광역시 남구 지게골로 56 (문현동),아우르미 카페,2.02004E+13,U,2020-04-26 02:40:00.0,388680.5554,183793.0532,N,79.78
694,20080721,1,,617822,부산광역시 사상구 모라동 661-2번지,부산광역시 사상구 사상로469번길 36 (모라동),퀸다방,2.01401E+13,I,2018-08-31 23:59:59.0,380743.4648,189339.3471,N,78.8
695,20080807,1,,617802,부산광역시 사상구 감전동 130-7번지,부산광역시 사상구 새벽시장로 67-7 (감전동),아림커피숍,2.01707E+13,I,2018-08-31 23:59:59.0,380462.1341,185821.9513,N,96
700,20030723,1,,617809,부산광역시 사상구 괘법동 582-8번지,부산광역시 사상구 괘감로 93 (괘법동),영커피솝,2.01303E+13,I,2018-08-31 23:59:59.0,380774.9238,186068.5725,N,104.44
701,20161123,1,,607837,부산광역시 동래구 온천동 1437-23번지,"부산광역시 동래구 충렬대로137번길 10, 1층 (온천동)",커피레몬,2.01808E+13,I,2018-08-31 23:59:59.0,388966.0658,191600.8344,N,17.43
703,20161128,1,,607835,부산광역시 동래구 온천동 502-3,"부산광역시 동래구 중앙대로 1393, 지하2층 (온천동)",쿠커피(Coup Coffee 동래점),2.02012E+13,U,2021-01-02 02:40:00.0,389097.8009,192260.8116,N,16
704,20161129,1,,607801,부산광역시 동래구 낙민동 85-2번지,"부산광역시 동래구 온천천로 361, 1,2층 (낙민동)",엔제리너스 부산온천천점,2.01612E+13,I,2018-08-31 23:59:59.0,390564.0235,190290.2214,Y,319.64
705,20161130,1,,607815,부산광역시 동래구 사직동 92-36번지,"부산광역시 동래구 사직북로 3, 301호 (사직동)",놀숲 부산사직점,2.01611E+13,I,2018-08-31 23:59:59.0,387606.3232,190495.2757,N,192.24
708,20061109,1,,613828,부산광역시 수영구 민락동 179-2,"부산광역시 수영구 광안해변로 241, 1~3층 (민락동)",파스쿠찌광안리점,2.0201E+13,U,2020-10-18 02:40:00.0,393131.9778,186021.3504,Y,358.94
709,20071226,1,,613813,"부산광역시 수영구 남천동 3-35 1,2,3층","부산광역시 수영구 남천바다로 38, 1,2,3층 (남천동)",스타벅스 남천점,2.02011E+13,U,2020-11-22 02:40:00.0,392592.4381,185285.3011,Y,297
710,20150626,1,,608823,부산광역시 남구 문현동 244-5번지,부산광역시 남구 수영로 37 (문현동),카페 도담,2.01507E+13,I,2018-08-31 23:59:59.0,388787.6606,183963.3034,N,20.76
711,20150626,1,,608828,부산광역시 남구 문현동 1229-1번지 부산국제금융센터 128호,"부산광역시 남구 문현금융로 40, A동 1층 128호 (문현동, 부산국제금융센터)",더벤티(문현금융단지점),2.01708E+13,I,2018-08-31 23:59:59.0,388182.3814,185024.6625,N,33.41
712,20080801,1,,613819,부산광역시 수영구 남천동 556번지,"부산광역시 수영구 광안해변로15번길 77 (남천동, 남천해변시장)",커피향기,2.01905E+13,U,2019-05-26 02:40:00.0,392148.3415,184267.2861,N,5.88
714,20090519,1,,613816,부산광역시 수영구 남천동 69-21번지,부산광역시 수영구 수영로 405 (남천동),카페플로스(Cafe flos),2.01907E+13,U,2019-07-14 02:40:00.0,392049.1574,184628.045,N,22.86
718,20150915,1,,608811,부산광역시 남구 대연동 878-9번지,부산광역시 남구 유엔로157번길 22 (대연동),스윗패턴즈,2.01512E+13,I,2018-08-31 23:59:59.0,390748.991,183341.7643,Y,205.13
720,20091126,1,,613814,부산광역시 수영구 남천동 20-20번지,"부산광역시 수영구 수영로408번길 30-6, 1층 (남천동)",에코토피아,2.01601E+13,I,2018-08-31 23:59:59.0,392181.2744,184523.061,N,90.66
722,20091223,1,,613805,부산광역시 수영구 광안동 204-7번지,"부산광역시 수영구 광안해변로 155, 2층 (광안동)",빈스빈스커피(광안점),2.01307E+13,I,2018-08-31 23:59:59.0,392625.3257,185330.2567,Y,178.57
723,20091223,1,,613828,부산광역시 수영구 민락동 181-154,부산광역시 수영구 광안해변로278번길 42 (민락동),탐앤탐스,2.02011E+13,U,2020-11-22 02:40:00.0,393521.9986,185933.101,N,155.21
724,20100210,1,,613828,부산광역시 수영구 민락동 178-5번지 1층~2층,"부산광역시 수영구 광안해변로 251, 1층~2층 (민락동)",할리스커피 부산광안해변점,2.01712E+13,I,2018-08-31 23:59:59.0,393233.223,186069.6981,Y,426.16
725,20101220,1,,613816,부산광역시 수영구 남천동 293번지 1층,"부산광역시 수영구 황령대로489번길 11, 1층 (남천동)",이디야,2.01504E+13,I,2018-08-31 23:59:59.0,392031.7201,184222.6496,N,54.82
728,20110127,1,,613800,부산광역시 수영구 광안동 50-13 프라임메디칼빌딩 (2층),"부산광역시 수영구 수영로 710-1, 2층 (광안동, 프라임데디칼)",할리스수영로터리점,2.02012E+13,U,2020-12-23 02:40:00.0,392824.7319,187442.6139,Y,237.5
729,20160219,1,,608810,부산광역시 남구 대연동 599-1,부산광역시 남구 용소로 45 (대연동),감성커피 부경대점,2.02007E+13,U,2020-07-21 02:40:00.0,391796.4951,183632.374,N,208
731,20110328,1,,613815,부산광역시 수영구 남천동 50-9번지,부산광역시 수영구 황령산로 10 (남천동),카페꼬레,2.01403E+13,I,2018-08-31 23:59:59.0,392155.3188,185204.8869,N,89
734,20140625,1,,608831,부산광역시 남구 용호동 5-20번지,"부산광역시 남구 분포로 66-17, 1층 (용호동)",리즈커피(Lee's coffee),2.01912E+13,U,2019-12-07 02:40:00.0,392996.2684,183348.7178,N,15
737,20110418,1,,613807,부산광역시 수영구 광안동 722-11번지 동원아파트 110호,"부산광역시 수영구 광서로16번길 23, 1층 110호 (광안동, 동원아파트)",베리굿(Very good),2.01507E+13,I,2018-08-31 23:59:59.0,392425.6376,187160.1294,N,44.6
738,20140804,1,,608809,부산광역시 남구 대연동 325-6번지,부산광역시 남구 수영로 264 (대연동),더벤티,2.01409E+13,I,2018-08-31 23:59:59.0,390927.3073,183811.2185,N,13.51
739,20140805,1,,608805,부산광역시 남구 대연동 63-3번지,부산광역시 남구 용소로14번길 23 (대연동),메가커피 경성대점,2.01912E+13,U,2019-12-08 02:40:00.0,391286.8604,183831.0101,N,24.6
742,20160525,1,,608808,부산광역시 남구 대연동 1444-0,부산광역시 남구 수영로219번길 45 (대연동),니캉내캉&닥치고 떡볶이,2.02012E+13,U,2020-12-11 02:40:00.0,390427.0365,184000.1973,N,33.56
743,20010322,1,,613828,부산광역시 수영구 민락동 179-19번지,"부산광역시 수영구 광안해변로 233, 1~3층 (민락동)",공차 광안리점,2.0191E+13,U,2019-10-12 02:40:00.0,393077.259,185982.5262,Y,202.12
753,20141208,1,,613816,부산광역시 수영구 남천동 353-4,"부산광역시 수영구 수영로 379, 1층 (남천동)",킹프레소 남천점,2.0201E+13,U,2020-10-07 02:40:00.0,391887.2834,184445.5818,N,38.72
754,20141210,1,,613804,부산광역시 수영구 광안동 146-4번지,"부산광역시 수영구 수영로594번길 28, 1층 (광안동)",플레져 커피,2.01911E+13,U,2019-11-27 02:40:00.0,392637.9015,186414.7398,N,26.6
758,20161104,1,,613832,부산광역시 수영구 수영동 502-10번지,"부산광역시 수영구 구락로10번길 23, 1층 (수영동)",이디야 수영현대점,2.01711E+13,I,2018-08-31 23:59:59.0,393160.4314,187597.8661,N,127.39
760,20150206,1,,613827,부산광역시 수영구 민락동 336-48,"부산광역시 수영구 광안해변로 446, 104동 109호 (민락동, 경동센텀메르빌)",이디야 수영강변점,2.02101E+13,U,2021-01-17 02:40:00.0,394015.3119,186750.6247,N,74.2
763,20151008,1,,608805,부산광역시 남구 대연동 60-55번지,부산광역시 남구 용소로21번길 27 (대연동),팔공티(부경대점),2.01712E+13,I,2018-08-31 23:59:59.0,391545.4212,183852.4387,N,26.8
766,20100709,1,,613824,부산광역시 수영구 망미동 693-1번지,"부산광역시 수영구 연수로315번길 24, 104호 (망미동, 더샵파크리치)",팔월애,2.01812E+13,U,2018-12-09 02:40:00.0,391834.2369,188026.7443,N,14.12
767,20160408,1,,608822,부산광역시 남구 문현동 359-20번지,부산광역시 남구 수영로 34-2 (문현동),만남커피숍,2.01605E+13,I,2018-08-31 23:59:59.0,388728.1409,183893.6815,N,58.64
768,20110628,1,,613805,부산광역시 수영구 광안동 183-5번지 (지상1층),"부산광역시 수영구 광남로 99-1 (광안동,(지상1층))",더그레인(TheGrain),2.01802E+13,I,2018-08-31 23:59:59.0,392640.163,185581.9404,N,36
769,20160627,1,,608811,부산광역시 남구 대연동 889-4번지,부산광역시 남구 유엔로 35 (대연동),이대아호텔 커피숍,2.01608E+13,I,2018-08-31 23:59:59.0,390647.9229,183422.8865,N,75.56
771,20110718,1,,613828,부산광역시 수영구 민락동 181-154번지,부산광역시 수영구 광안해변로278번길 42 (민락동),설빙 민락점,2.01806E+13,I,2018-08-31 23:59:59.0,393521.9986,185933.101,N,112.7
776,20111018,1,,613800,부산광역시 수영구 광안동 50-6,부산광역시 수영구 수영로 706 (광안동),이디야,2.02101E+13,U,2021-01-24 02:40:00.0,392768.7797,187428.1453,N,67
778,20020527,1,,613828,부산광역시 수영구 민락동 178-19 1~3층,"부산광역시 수영구 광안해변로 247, 1~3층 (민락동)",스타벅스광안리점,2.02011E+13,U,2020-11-22 02:40:00.0,393184.2635,186044.6829,Y,310.6
779,20160816,1,,608811,부산광역시 남구 대연동 889-2,부산광역시 남구 유엔평화로 31 (대연동),이디야커피 대연평화점,2.02104E+13,U,2021-04-11 02:40:00.0,390636.4932,183452.4974,N,89.71
782,20160829,1,,608823,부산광역시 남구 문현동 262-7번지,부산광역시 남구 수영로69번길 59 (문현동),바라기,2.01608E+13,I,2018-08-31 23:59:59.0,389250.0644,183898.6294,N,57.06
784,20060811,1,,608804,부산광역시 남구 대연동 53-36번지,부산광역시 남구 용소로7번길 42 (대연동),아름다운,2.00608E+13,I,2018-08-31 23:59:59.0,391551.8191,184065.9981,N,60.18
790,20161123,1,,613821,부산광역시 수영구 망미동 404-15,"부산광역시 수영구 과정로42번길 50, 103동 101호 (망미동)",카페망미 키치코코모 가죽공방,2.02011E+13,U,2020-11-06 02:40:00.0,392166.5576,188168.6606,N,32.2
792,20160829,1,,613820,부산광역시 수영구 망미동 475-1,"부산광역시 수영구 구락로123번길 20, 1층 (망미동)",테라로사커피팩토리1963 수영점,2.02108E+13,U,2021-08-19 02:40:00.0,392593.2217,188484.9165,N,1175
794,20150313,1,,613804,부산광역시 수영구 광안동 473-2번지,"부산광역시 수영구 광안로 4, 106동 1층 107호 (광안동, 광안SK뷰 상가)",요거프레소 광안점,2.02004E+13,U,2020-04-03 02:40:00.0,392531.6702,186197.0618,N,37.61
796,20150330,1,,613809,부산광역시 수영구 광안동 733-1번지,"부산광역시 수영구 장대골로39번길 3, 1층 102호 (광안동)",카페테라,2.01705E+13,I,2018-08-31 23:59:59.0,392126.1813,186486.5526,N,34.62
797,20100423,1,,613804,부산광역시 수영구 광안동 144-5번지,"부산광역시 수영구 광안로 13-1, 1층 (광안동)",나디아컵케이크&커피,2.01806E+13,I,2018-08-31 23:59:59.0,392587.9856,186247.4945,N,16
803,20110907,1,,613827,부산광역시 수영구 민락동 110-60 캐슬비치관광호텔,"부산광역시 수영구 민락수변로 141, 1~2층 (민락동)",이커피(E-COFFEE),2.02106E+13,U,2021-06-17 02:40:00.0,394435.1079,186233.2055,Y,398.76
805,20111208,1,,613801,부산광역시 수영구 광안동 99-19번지,부산광역시 수영구 무학로9번길 37 (광안동),찰스네 커피하우스(찰스네 COFFEE HOUSE),2.02003E+13,U,2020-03-07 02:40:00.0,392642.3866,186973.7091,N,39.6
806,20120112,1,,613800,부산광역시 수영구 광안동 88-33번지,부산광역시 수영구 무학로9번길 90 (광안동),커피구루마,2.01401E+13,I,2018-08-31 23:59:59.0,392701.606,187226.782,N,41.67
807,20160831,1,,608835,부산광역시 남구 용호동 373-16번지,부산광역시 남구 동명로157번길 12 (용호동),카페슈슈,2.0161E+13,I,2018-08-31 23:59:59.0,392680.8551,182114.3238,N,40.32
808,20120726,1,,613825,부산광역시 수영구 망미동 810-4번지 1층,"부산광역시 수영구 망미로22번길 52-2, 1층 (망미동)",레드빈,2.01704E+13,I,2018-08-31 23:59:59.0,391423.5264,187778.0188,N,29
811,20120402,1,,613813,부산광역시 수영구 남천동 5-23번지,"부산광역시 수영구 남천동로108번길 34, 1층 (남천동)",컴포즈커피 광안점,2.01606E+13,I,2018-08-31 23:59:59.0,392484.2365,185081.0428,N,35.73
812,20120404,1,,613806,부산광역시 수영구 광안동 774-21번지 1층,"부산광역시 수영구 수영로 559, 1층 (광안동)",미스터.브리즈 커피 광안역점,2.01406E+13,I,2018-08-31 23:59:59.0,392410.1453,186110.1378,N,44.32
814,20160907,1,,613800,부산광역시 수영구 광안동 50-17번지,"부산광역시 수영구 수영로 706-1, 1층 (광안동)",컴포즈커피,2.01609E+13,I,2018-08-31 23:59:59.0,392787.6534,187432.6692,N,88.56
815,20161018,1,,613808,부산광역시 수영구 광안동 529번지,"부산광역시 수영구 광일로 49, 109동 208호 (광안동)",이디야커피 부산비치그린점,2.01712E+13,I,2018-08-31 23:59:59.0,392032.5671,186765.8924,Y,131.59
817,20150407,1,,613829,부산광역시 수영구 민락동 135번지 외 5필지,"부산광역시 수영구 광안해변로 311, 126호 (민락동, 서희스타힐스 센텀프리모)",아라커피,2.01812E+13,U,2018-12-23 02:40:00.0,393787.3558,186310.0568,N,29.76
820,20120620,1,,613816,부산광역시 수영구 남천동 255번지 남천파크 상가동 11호,"부산광역시 수영구 수영로384번길 19, 1층 11호 (남천동, 남천파크상가동)",레드빈 눈꽃빙수,2.01401E+13,I,2018-08-31 23:59:59.0,392023.2605,184385.6776,N,20.64
821,20120828,1,,613828,"부산광역시 수영구 민락동 178-1번지 (1층, 2층일부)","부산광역시 수영구 광안해변로255번길 5, 1-2(일부)층 (민락동)",스미스광안점,2.01408E+13,I,2018-08-31 23:59:59.0,393257.7022,186082.9942,Y,320.73
823,20120920,1,,613821,부산광역시 수영구 망미동 412-43,"부산광역시 수영구 과정로 62-2, 1층 (망미동)",초록식탁,2.02102E+13,U,2021-02-25 02:40:00.0,391919.7692,188435.8844,N,34.75
824,20120928,1,,613805,부산광역시 수영구 광안동 191-5번지 (1층),"부산광역시 수영구 광남로 152, 1층 (광안동)",이디야,2.0141E+13,I,2018-08-31 23:59:59.0,392938.341,186006.1799,N,59.37
825,20121011,1,,613814,부산광역시 수영구 남천동 11-5번지 (1층),"부산광역시 수영구 광남로 16, 1층 (남천동)",이디야,2.01906E+13,U,2019-06-22 02:40:00.0,392238.1008,184819.6864,N,85.9
826,20010207,1,,617819,부산광역시 사상구 모라동 283-15번지,부산광역시 사상구 사상로531번길 53 (모라동),희다방,2.02006E+13,U,2020-06-19 02:40:00.0,380878.2879,189954.3173,Y,99.3
828,19890905,1,,617807,부산광역시 사상구 괘법동 543-2번지,부산광역시 사상구 광장로93번길 12 (괘법동),초이스커피숍,2.01312E+13,I,2018-08-31 23:59:59.0,380935.538,186701.2309,N,76.82
829,20150609,1,,613812,부산광역시 수영구 광안동 1077-15,"부산광역시 수영구 광서로10번길 52, 101호 (광안동, 명성로즈빌)",제트프레소,2.02106E+13,U,2021-06-12 02:40:00.0,392551.2903,187287.6532,N,64.66
831,19900124,1,,617819,부산광역시 사상구 모라동 652-10번지,부산광역시 사상구 사상로 517 (모라동),호성다방,2.01303E+13,I,2018-08-31 23:59:59.0,381075.0547,189744.538,N,73
832,19801028,1,,616802,부산광역시 북구 구포동 1050-1번지 1050-3,"부산광역시 북구 낙동북로647번길 10 (구포동,1050-3)",솔다방,2.00708E+13,I,2018-08-31 23:59:59.0,381736.1199,191121.2547,N,64.42
833,19901105,1,,617822,부산광역시 사상구 모라동 841-1번지,부산광역시 사상구 사상로 476 (모라동),명진커피숍,2.02006E+13,U,2020-06-11 02:40:00.0,380964.9692,189332.4467,Y,109.73
834,19901215,1,,617829,부산광역시 사상구 엄궁동 149-1번지,부산광역시 사상구 낙동대로 713 (엄궁동),호텔플라밍고,2.01807E+13,I,2018-08-31 23:59:59.0,379217.521,182483.6681,N,188.37
836,20040427,1,,617809,부산광역시 사상구 괘법동 559-6번지,부산광역시 사상구 광장로 60 (괘법동),엔젤리너스르네상스점,2.01807E+13,I,2018-08-31 23:59:59.0,380607.4495,186532.9126,N,81.65
838,19851230,1,,616801,부산광역시 북구 구포동 591-4번지,부산광역시 북구 낙동대로1762번가길 48 (구포동),낙원,2.00202E+13,I,2018-08-31 23:59:59.0,382331.8676,191649.1764,N,47.76
839,20130916,1,,613809,부산광역시 수영구 광안동 566-8번지,"부산광역시 수영구 수영로603번길 4, 1층 (광안동)",메가커피 광안시장점,2.0171E+13,I,2018-08-31 23:59:59.0,392486.4101,186555.7099,N,19.62
840,20130916,1,,613815,부산광역시 수영구 남천동 28-22번지,"부산광역시 수영구 광남로 43, 1층 (남천동)",커피마마 남천점,2.02001E+13,U,2020-01-10 02:40:00.0,392351.0072,185101.2145,N,67.12
842,19880119,1,,616801,부산광역시 북구 구포동 1060-351,부산광역시 북구 구포만세길 91 (구포동),쿠키커피숖,2.02103E+13,U,2021-03-11 02:40:00.0,381802.096,191473.4285,N,73.81
843,19921118,1,,617837,부산광역시 사상구 주례동 421-6번지,부산광역시 사상구 가야대로 273 (주례동),조은커피숍,2.01603E+13,I,2018-08-31 23:59:59.0,382413.7153,185347.6919,N,59.5
844,19930412,1,,617819,부산광역시 사상구 모라동 647-1 대양다방,"부산광역시 사상구 사상로 529, 대양다방 2층 (모라동)",대양다방,2.02104E+13,U,2021-04-28 02:40:00.0,381087.3298,189847.0889,N,60.9
845,20151111,1,,613831,부산광역시 수영구 수영동 458-4번지 1층,"부산광역시 수영구 연수로379번길 27, 1층 (수영동)",띵스투두(THINGS TO DO),2.01511E+13,I,2018-08-31 23:59:59.0,392375.5076,187796.7735,N,42.82
848,20131204,1,,613812,부산광역시 수영구 광안동 1072-6번지,"부산광역시 수영구 수영로 681, 1층 (광안동)",베이커리 카페 네모,2.01902E+13,U,2019-02-15 02:40:00.0,392592.2498,187315.8366,N,22.05
849,20160307,1,,613816,부산광역시 수영구 남천동 69-40번지,"부산광역시 수영구 남천서로 20, 1층 (남천동)",빈빈,2.02002E+13,U,2020-02-28 02:40:00.0,391954.776,184750.5613,N,6.6
851,20140219,1,,613813,부산광역시 수영구 남천동 3-5번지,"부산광역시 수영구 광안해변로 141, 4동 1층 101,102호 (남천동, 협진태양@상가)",카페드파리,2.01708E+13,I,2018-08-31 23:59:59.0,392567.5219,185186.7039,N,70
852,20140704,1,,613802,부산광역시 수영구 광안동 117-4,"부산광역시 수영구 수영로 628, 1층 (광안동)",송정동핫도그 수영로점,2.02107E+13,U,2021-07-28 02:40:00.0,392564.7908,186765.0049,N,126.94
854,20140808,1,,613815,부산광역시 수영구 남천동 28-2번지,"부산광역시 수영구 수영로464번길 24, 1층 (남천동)",커피크루(coffee crew),2.01611E+13,I,2018-08-31 23:59:59.0,392351.7678,185120.468,N,32.48
856,20100802,1,,617827,부산광역시 사상구 삼락동 417-76번지 1층,"부산광역시 사상구 사상로277번길 46, 1층 (삼락동)",헬로우커피(Hello Coffee),2.01601E+13,I,2018-08-31 23:59:59.0,380308.834,187452.242,N,24.5
857,20100910,1,,617807,부산광역시 사상구 괘법동 545-18번지 우주빌딩 3층,"부산광역시 사상구 광장로 81, 3층 (괘법동, 우주빌딩)",커피킹콩,2.01304E+13,I,2018-08-31 23:59:59.0,380839.9824,186638.0608,N,211.75
860,19881122,1,,616807,부산광역시 북구 구포동 1127-44번지,부산광역시 북구 사상로558번나길 3 (구포동),백작다방,2.01404E+13,I,2018-08-31 23:59:59.0,381269.9237,190120.2592,N,64.5
861,19920527,1,,617809,부산광역시 사상구 괘법동 582-17번지,부산광역시 사상구 괘감로 91 (괘법동),유진다방,2.01406E+13,I,2018-08-31 23:59:59.0,380764.1844,186073.0287,N,37.1
862,19920604,1,,617825,부산광역시 사상구 삼락동 69-4번지,부산광역시 사상구 낙동대로1530번길 20-15 (삼락동),심플커피숍,2.01312E+13,I,2018-08-31 23:59:59.0,380822.8829,190045.3042,N,70.4
863,19930614,1,,616803,부산광역시 북구 구포동 651-4번지,부산광역시 북구 낙동대로1780번길 95 (구포동),뿌리커피숍,2.0111E+13,I,2018-08-31 23:59:59.0,382419.9085,191467.5758,N,37.44
866,20131017,1,,613814,부산광역시 수영구 남천동 13-6번지 남천교회,"부산광역시 수영구 남천동로19번길 23, 1층 (남천동)",남천카페,2.01804E+13,I,2018-08-31 23:59:59.0,392286.1815,184713.6795,N,86.28
869,20160408,1,,613814,부산광역시 수영구 남천동 16-18번지,"부산광역시 수영구 수영로408번길 29, 1층 (남천동)",어바웃제이,2.01708E+13,I,2018-08-31 23:59:59.0,392203.2366,184552.9846,N,37.5
871,20171030,1,,608020,부산광역시 남구 대연동 1858번지 대연힐스테이트푸르지오 115동 106-1호,"부산광역시 남구 수영로 345, 115동 1층 106-1호 (대연동, 대연힐스테이트푸르지오)",컴포즈커피 대연혁신점,2.01907E+13,U,2019-07-21 02:40:00.0,391411.4502,184553.6728,N,47.2
874,20171128,1,,608090,부산광역시 남구 용호동 957-1번지 힐탑탑플레이스,"부산광역시 남구 분포로 115, 힐탑탑플레이스 A동 1층 101,102호 (용호동)",유동커피 분포로(bunporo)115,2.01808E+13,I,2018-08-31 23:59:59.0,392515.6897,183481.9411,N,163.68
875,20171128,1,,608819,부산광역시 남구 대연동 1791-27번지,"부산광역시 남구 진남로 118, 1층 (대연동)",이디야커피 부산남구청점,2.02002E+13,U,2020-02-22 02:40:00.0,389709.5881,184127.5649,N,124.28
876,20171129,1,,608833,부산광역시 남구 용호동 409-8번지 1층,"부산광역시 남구 동명로118번길 10, 1층 (용호동)",어쩌다보니용호동여기에,2.01712E+13,I,2018-08-31 23:59:59.0,392246.6164,182099.7463,N,29.6
879,20120918,1,,616807,부산광역시 북구 구포동 1121-12번지,부산광역시 북구 사상로 601 (구포동),다원상사,2.0121E+13,I,2018-08-31 23:59:59.0,381222.2114,190558.8654,N,19.8
883,20180425,1,,608805,부산광역시 남구 대연동 60-13번지 황금빌딩,"부산광역시 남구 용소로19번길 10, 황금빌딩 1층 (대연동)",디자이어,2.01805E+13,I,2018-08-31 23:59:59.0,391455.4248,183864.2315,N,111.91
885,20180119,1,,608810,부산광역시 남구 대연동 427-27번지 금산빌딩,"부산광역시 남구 용소로 28, 금산빌딩 4층 (대연동)",커피랑도서관 경성대부경대점,2.01801E+13,I,2018-08-31 23:59:59.0,391387.0697,183753.728,N,15.74
887,20180126,1,,608809,부산광역시 남구 대연동 325-10,"부산광역시 남구 수영로 262, 1층 (대연동)",메가엠지씨커피 부산대연점,2.02105E+13,U,2021-06-02 02:40:00.0,390908.1863,183807.9338,N,35.11
888,20180130,1,,608828,부산광역시 남구 문현동 1229-1 부산국제금융센터 A동 108호,"부산광역시 남구 문현금융로 40, 부산국제금융센터 A동 1층 108호 (문현동)",베러먼데이 국제금융센터점,2.02102E+13,U,2021-02-10 02:40:00.0,388182.3814,185024.6625,N,38.3
889,20180213,1,,608805,부산광역시 남구 대연동 68-5번지 봉추찜닭,"부산광역시 남구 용소로8번길 7, 봉추찜닭 1층 (대연동)",뉴욕보틀커피,2.01903E+13,U,2019-03-08 02:40:00.0,391327.1953,183926.3898,N,9
890,20180219,1,,608812,부산광역시 남구 대연동 747-97번지 UN평화기념관,"부산광역시 남구 홍곡로320번길 106, UN평화기념관 지하1층 (대연동)",카페625,2.01806E+13,I,2018-08-31 23:59:59.0,390740.8279,182646.2668,N,44.66
891,20180222,1,,608711,부산광역시 남구 용당동 485 동명대학교(제2정보통신관),"부산광역시 남구 신선로 428, 동명대학교 1층 (용당동)",카페드림 동명대학교점,2.02102E+13,U,2021-02-25 02:40:00.0,391538.835,182215.5788,N,286.32
892,20121218,1,,616816,부산광역시 북구 덕천동 398-2번지 뉴코아폴라렉스 421호,"부산광역시 북구 만덕대로 23, 421호 (덕천동, 뉴코아 폴라렉스)",카페커피콩(Cafe Coffe Kong),2.01903E+13,U,2019-03-23 02:40:00.0,382731.2102,192059.7456,N,74.29
896,20180509,1,,616807,부산광역시 북구 구포동 1184-19번지 1층,"부산광역시 북구 낙동대로1570번가길 7, 1층 (구포동)",서부커피로스터스,2.01911E+13,U,2019-11-09 02:40:00.0,381116.9195,190480.1242,N,51.39
898,20180516,1,,616804,부산광역시 북구 구포동 732-1번지,"부산광역시 북구 낙동북로681번길 66, 1층 (구포동)",calma(깔마),2.01805E+13,I,2018-08-31 23:59:59.0,382230.8064,191096.7803,N,61.92
899,20180517,1,,616817,부산광역시 북구 덕천동 333-9 1~2층,"부산광역시 북구 금곡대로 22, 1~2층 (덕천동)",목커피행복신협점,2.02012E+13,U,2020-12-20 02:40:00.0,382491.9031,192144.5965,Y,369.65
905,20161010,1,,613816,부산광역시 수영구 남천동 247-1번지,부산광역시 수영구 황령대로489번길 27 (남천동),컴포즈커피 남천해변시장점,2.01901E+13,U,2019-01-05 02:40:00.0,392089.1958,184287.4365,N,36.36
906,20161010,1,,613815,부산광역시 수영구 남천동 45-8,"부산광역시 수영구 황령산로 31, 지하1,1,2층 (남천동)",프리젠트,2.02011E+13,U,2020-11-11 02:40:00.0,391993.5312,185287.3504,Y,281.1
908,20160722,1,,613805,부산광역시 수영구 광안동 193-4번지,"부산광역시 수영구 광안로62번길 39, 101,201~203호 (광안동)",스타벅스 광안비치,2.01905E+13,U,2019-05-15 02:40:00.0,392903.6762,185823.3353,Y,412
909,20180223,1,,608020,부산광역시 남구 대연동 산 37-1번지 경성대학교,"부산광역시 남구 수영로 309, 경성대학교 건학기념관 1층 (대연동)",더벤티 경성대건학기념관점,2.01803E+13,I,2018-08-31 23:59:59.0,390904.472,184718.2012,N,36.7
910,20180227,1,,608020,부산광역시 남구 대연동 산 37-1 경성대학교,"부산광역시 남구 수영로 309, 경성대학교 과학관 1층 (대연동)",그라찌에카페 경성대약학관점,2.02102E+13,U,2021-02-07 02:40:00.0,390904.472,184718.2012,N,104.89
911,20180307,1,,608090,부산광역시 남구 용호동 957-1번지 힐탑탑플레이스,"부산광역시 남구 분포로 115, 힐탑탑플레이스 5층 501(일부)호 (용호동)",프리미엄학습관,2.01804E+13,I,2018-08-31 23:59:59.0,392515.6897,183481.9411,N,6.19
912,20180319,1,,608810,부산광역시 남구 대연동 510-9번지,"부산광역시 남구 용소로40번길 24, 1층 (대연동)",건다방,2.01804E+13,I,2018-08-31 23:59:59.0,391306.4992,183663.3192,N,35.18
