번호,인허가일자,상세영업상태코드,폐업일자,소재지우편번호,소재지전체주소,도로명전체주소,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y),다중이용업소여부,시설총규모
1,19810807,1,,608828,부산광역시 남구 문현동 247-9번지,부산광역시 남구 수영로 42 (문현동),대암커피숍,2.01603E+13,I,2018-08-31 23:59:59.0,388790.9419,183877.5966,Y,85.64
2,20160601,1,,,부산광역시 기장군 정관읍 방곡리 268-4번지,부산광역시 기장군 정관읍 정관덕산길 31,바링고빈스,2.01606E+13,I,2018-08-31 23:59:59.0,398454.7522,204797.803,N,86
8,20180213,1,,604823,부산광역시 사하구 다대동 939-24번지,"부산광역시 사하구 윤공단로56번길 51, 2층 (다대동)",바리스타들의놀이터,2.01804E+13,I,2018-08-31 23:59:59.0,379645.8569,175071.0371,N,158.8
13,19970724,1,,609849,부산광역시 금정구 서동 200-15,부산광역시 금정구 서동중심로 48 (서동),황제커피숍,2.02101E+13,U,2021-01-31 02:40:00.0,391518.0805,192520.2562,N,42.67
14,19990423,1,,607837,부산광역시 동래구 온천동 1439-7번지,부산광역시 동래구 충렬대로 157-1 (온천동),하나커피솝,2.01905E+13,U,2019-05-31 02:40:00.0,389130.2887,191493.9979,N,57.69
15,20140224,1,,609839,부산광역시 금정구 장전동 420-2,"부산광역시 금정구 금강로 260-2, 1,2,3층 (장전동)",투썸플레이스부산대정문점,2.02009E+13,U,2020-09-20 02:40:00.0,389763.6774,194440.5001,Y,314.38
16,20140228,1,,609836,부산광역시 금정구 장전동 116-21,"부산광역시 금정구 금강로 361, 3층 (장전동)",보나단헤어엔카페,2.02008E+13,U,2020-08-09 02:40:00.0,389834.383,195441.4902,N,8
17,20140228,1,,609824,부산광역시 금정구 부곡동 873-5번지,부산광역시 금정구 오시게로 22-1 (부곡동),노스커피본점,2.01807E+13,I,2018-08-31 23:59:59.0,389913.7276,193140.5,N,133.05
19,20160616,1,,619951,부산광역시 기장군 장안읍 기룡리 351-1번지,부산광역시 기장군 장안읍 고무로 4,힐링펫,2.0191E+13,U,2019-10-16 02:40:00.0,405110.3701,207739.7036,N,130
23,20140307,1,,609815,부산광역시 금정구 남산동 857-1,"부산광역시 금정구 금샘로485번길 65, G동 H102호 (남산동, 부산외국어대학교)",재)부산외대발전기금 도서관카페,2.02011E+13,U,2020-11-18 02:40:00.0,389087.1316,198411.0055,N,19.78
24,19810202,1,,608827,부산광역시 남구 문현동 760-35 760-36,"부산광역시 남구 문현금융로 1-1 (문현동,760-36)",둥지,2.02101E+13,U,2021-01-29 02:40:00.0,388111.9781,184593.0096,N,37.77
26,20150714,1,,619906,부산광역시 기장군 기장읍 죽성리 281-1번지,"부산광역시 기장군 기장읍 두호길 8-26, 1층",JY COFFEE ROASTERS(제이와이 커피로스터스),2.01807E+13,I,2018-08-31 23:59:59.0,404129.2876,195734.4296,N,50
28,20090112,1,,607804,부산광역시 동래구 명륜동 533-79번지,부산광역시 동래구 충렬대로 175 (명륜동),대동커피숍,2.01604E+13,I,2018-08-31 23:59:59.0,389287.0354,191409.5943,N,52.39
30,20090914,1,,607835,부산광역시 동래구 온천동 707-1,"부산광역시 동래구 중앙대로1367번길 25, 1층 (온천동)",컴포즈커피 동래롯데점,2.02102E+13,U,2021-02-25 02:40:00.0,388901.9948,192048.5587,N,49.85
33,20140321,1,,609838,부산광역시 금정구 장전동 392-18,"부산광역시 금정구 장전온천천로 93, 1~2층 (장전동)",부산커피(Busan coffee),2.02011E+13,U,2020-11-29 02:40:00.0,390177.7059,194976.5078,Y,245.72
35,20161221,1,,604844,부산광역시 사하구 장림동 198-1번지,부산광역시 사하구 장림로 222 (장림동),투썸플레이스 장림점,2.01908E+13,U,2019-08-31 02:40:00.0,379902.0728,177686.0077,N,357.87
37,20150824,1,,,부산광역시 기장군 정관읍 매학리 712-3번지 광장아울렛 108호,"부산광역시 기장군 정관읍 정관7로 3, 108호 (광장아울렛)",더벤티 정관점,2.01907E+13,U,2019-07-03 02:40:00.0,397799.9293,204727.1312,N,39.97
41,20151026,1,,,부산광역시 기장군 정관읍 매학리 714-10 동오A타워105호,부산광역시 기장군 정관읍 정관7로 17-3 (동오A타워105호),빽다방부산정관동오점,2.02007E+13,U,2020-07-08 02:40:00.0,397893.283,204678.4268,N,38.38
42,20160715,1,,,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,MW커피로스터즈,2.0201E+13,U,2020-10-23 02:40:00.0,397384.9514,205093.8466,N,66.19
45,20151026,1,,,부산광역시 기장군 정관읍 달산리 1004-7번지 1층,"부산광역시 기장군 정관읍 달산4길 84, 1층",by Bin(바이빈),2.0151E+13,I,2018-08-31 23:59:59.0,398147.6126,204170.4862,N,62.34
46,20151028,1,,,부산광역시 기장군 정관읍 매학리 717-3번지 505호,"부산광역시 기장군 정관읍 정관로 583, 505호",비전위드카페,2.01702E+13,I,2018-08-31 23:59:59.0,397967.1708,204592.4916,Y,139.68
47,20151120,1,,619903,부산광역시 기장군 기장읍 대라리 56-9번지,부산광역시 기장군 기장읍 차성로288번길 50,이디야,2.01806E+13,I,2018-08-31 23:59:59.0,401668.4496,195984.9275,N,43.32
49,20161227,1,,604828,부산광역시 사하구 당리동 317-44,부산광역시 사하구 낙동대로398번길 6 (당리동),텐퍼센트,2.02104E+13,U,2021-04-10 02:40:00.0,380019.2408,180069.8054,N,22.7
53,20170203,1,,604811,부산광역시 사하구 괴정동 955-2번지 외2필지,"부산광역시 사하구 사하로 184, 1층 (괴정동)",메가커피괴정역점,2.02003E+13,U,2020-03-06 02:40:00.0,381763.8349,179500.5598,N,29.97
55,20150723,1,,619952,부산광역시 기장군 장안읍 길천리 212-1번지,"부산광역시 기장군 장안읍 해맞이로 427, 103호",카페마루,2.01901E+13,U,2019-01-08 02:40:00.0,407446.4169,205750.82,N,60.68
59,20160627,1,,,부산광역시 기장군 정관읍 방곡리 380번지 가화만사성 301동 106호,"부산광역시 기장군 정관읍 방곡로 39, 301동 106호 (가화만사성)",도연,2.01606E+13,I,2018-08-31 23:59:59.0,399044.8653,205323.4718,N,32.4
60,20151130,1,,619912,"부산광역시 기장군 일광면 삼성리 33-19 나동1층20,21,38호","부산광역시 기장군 일광면 일광로 106, 나동 1층 20,21,38호",까페(cafe)106,2.02008E+13,U,2020-09-16 02:40:00.0,403196.7699,198550.8841,N,40.21
61,20151217,1,,619905,부산광역시 기장군 기장읍 동부리 117-9번지,부산광역시 기장군 기장읍 차성로 329,퓨리티카페,2.01807E+13,I,2018-08-31 23:59:59.0,401410.2904,196426.8337,N,159.98
62,20160729,1,,619902,부산광역시 기장군 기장읍 내리 204-1번지,부산광역시 기장군 기장읍 소정길 11,소풍,2.0161E+13,I,2018-08-31 23:59:59.0,400822.5949,191315.5442,N,37.1
63,20160805,1,,,부산광역시 기장군 정관읍 달산리 1026-10번지 1층,"부산광역시 기장군 정관읍 달산2길 30, 1층",이디야 부산정관달산점,2.02004E+13,U,2020-04-05 02:40:00.0,398527.6304,204225.3041,N,132.8
67,20160225,1,,619905,부산광역시 기장군 기장읍 동부리 152-7번지,부산광역시 기장군 기장읍 차성동로 111,쥬시 기장점,2.01602E+13,I,2018-08-31 23:59:59.0,401689.6818,196524.4988,N,31.75
70,20160816,1,,619902,부산광역시 기장군 기장읍 시랑리 589-6 1~2층,"부산광역시 기장군 기장읍 기장해안로 56, 1~2층",스타벅스 동부산DT,2.02106E+13,U,2021-06-16 02:40:00.0,401311.0689,189442.2339,Y,459.2
71,20170214,1,,,부산광역시 기장군 정관읍 용수리 526,"부산광역시 기장군 정관읍 산막길 26-98, 1층",히즈빈스 부산정관점,2.0201E+13,U,2020-10-23 02:40:00.0,397459.614,205911.1363,N,74.56
73,20151113,1,,619905,부산광역시 기장군 기장읍 동부리 274-13번지 1층,"부산광역시 기장군 기장읍 차성동로 87, 1층",카페온유기장점,2.02001E+13,U,2020-01-22 02:40:00.0,401690.013,196273.8133,N,48.5
74,20160824,1,,619913,부산광역시 기장군 일광면 이천리 833-3번지 1층,"부산광역시 기장군 일광면 일광로 134, 1층",딜리셔스컵,2.01912E+13,U,2019-12-25 02:40:00.0,403396.8926,198628.719,N,32.66
77,20180312,1,,609816,부산광역시 금정구 남산동 999-17번지,"부산광역시 금정구 두실로 70, 1층 (남산동)",아쿠아가든부산2호 남산점,2.01803E+13,I,2018-08-31 23:59:59.0,389708.5635,197997.2804,N,95.53
78,20180326,1,,609811,부산광역시 금정구 남산동 51-1번지 누리마을,"부산광역시 금정구 벅구산로 2, 1층 103,104호 (남산동, 누리마을)",블루엘커피,2.01803E+13,I,2018-08-31 23:59:59.0,390372.7395,198834.2739,N,148
80,20180402,1,,609836,부산광역시 금정구 장전동 32-4번지,"부산광역시 금정구 금강로335번길 81, 1층 (장전동)",릴리앤제이,2.01804E+13,I,2018-08-31 23:59:59.0,389447.657,195157.137,N,36.97
82,20161216,1,,619951,부산광역시 기장군 장안읍 월내리 553 외 1필지 라동,"부산광역시 기장군 장안읍 해맞이로 286, 라동 1~3층",웨이브온커피,2.02009E+13,U,2020-09-19 02:40:00.0,406325.5193,204907.3252,Y,494.66
83,20160627,1,,619906,부산광역시 기장군 기장읍 청강리 284-3번지,부산광역시 기장군 기장읍 대변로 14-1,위치스틱,2.01606E+13,I,2018-08-31 23:59:59.0,401881.9955,195070.6452,N,73.69
85,20160812,1,,,부산광역시 기장군 정관읍 매학리 712-3 광장아울렛 1층 107호,"부산광역시 기장군 정관읍 정관7로 3, 1층 107호 (광장아울렛)",어벤더치 정관점,2.02105E+13,U,2021-05-20 02:40:00.0,397799.9293,204727.1312,N,39.97
86,20170316,1,,619906,부산광역시 기장군 기장읍 신천리 1번지,"부산광역시 기장군 기장읍 기장대로 560, 1층 (기장군청내)",북카페,2.01703E+13,I,2018-08-31 23:59:59.0,402234.9149,196153.6881,N,56.2
88,19950112,1,,607828,부산광역시 동래구 안락동 437-12번지,부산광역시 동래구 충렬대로 385 (안락동),명성다방,2.01411E+13,I,2018-08-31 23:59:59.0,391251.2049,190704.9594,N,58.29
90,20170112,1,,,부산광역시 기장군 정관읍 매학리 717-3 대한빌딩 306호,부산광역시 기장군 정관읍 정관로 583 (대한빌딩 306호 일부),놀숲 기장정관점,2.02009E+13,U,2020-09-30 02:40:00.0,397967.1708,204592.4916,N,24.58
95,20131216,1,,609836,부산광역시 금정구 장전동 40번지,"부산광역시 금정구 부산대학로63번길 2, 지하1층 (장전동, NC백화점내)",공차NC부산대점,2.01907E+13,U,2019-07-06 02:40:00.0,389314.6621,194669.8988,N,12.3
96,20131217,1,,609839,부산광역시 금정구 장전동 414-39번지,"부산광역시 금정구 장전로12번길 64, 1~4층 (장전동)",스타벅스부산대역점,2.01905E+13,U,2019-05-10 02:40:00.0,390082.6771,194358.0974,Y,326.56
99,20140110,1,,609839,부산광역시 금정구 장전동 334-55번지,"부산광역시 금정구 장전로 33, 2층 (장전동)",달다방홈베이킹,2.01401E+13,I,2018-08-31 23:59:59.0,389767.39,194126.8396,N,59.19
100,20140120,1,,609816,부산광역시 금정구 남산동 989-46번지 2층,"부산광역시 금정구 금샘로 492, 2층 (남산동)",카페원플러스원 남산외대점,2.01711E+13,I,2018-08-31 23:59:59.0,389617.2455,198380.7035,Y,118.64
101,20140122,1,,609815,부산광역시 금정구 남산동 962-14번지,"부산광역시 금정구 금샘로 562, 3,4층 (남산동)",투썸플레이스 남산점,2.01801E+13,I,2018-08-31 23:59:59.0,389675.9746,199025.6912,Y,402.48
103,19941230,1,,607824,부산광역시 동래구 수안동 591-0번지,부산광역시 동래구 명륜로94번길 14 (수안동),아름커피숍,2.00907E+13,I,2018-08-31 23:59:59.0,389719.3997,191285.0832,N,63.75
105,20131118,1,,609843,"부산광역시 금정구 청룡동 8-1번지 협성엠파이어 102호,103호","부산광역시 금정구 중앙대로 2120, 102호,103호 (청룡동, 협성엠파이어)",이디야커피,2.01312E+13,I,2018-08-31 23:59:59.0,390379.1077,199129.7893,N,66.76
106,20180508,1,,609817,부산광역시 금정구 부곡동 13-22번지 지산빌딩,"부산광역시 금정구 중앙대로 1790, 지산빌딩 1층 (부곡동)",오벤느플라워 앤 카페,2.01905E+13,U,2019-05-10 02:40:00.0,390511.316,195888.0467,N,69.1
108,19800813,1,,617802,부산광역시 사상구 감전동 130-14번지,부산광역시 사상구 새벽로 165 (감전동),오아시스 커피숍,2.01603E+13,I,2018-08-31 23:59:59.0,380614.436,185890.9557,N,51.1
109,20170414,1,,619951,부산광역시 기장군 장안읍 장안리 272-3,"부산광역시 기장군 장안읍 장안로 317-1, 1층",그곳엔,2.02006E+13,U,2020-06-26 02:40:00.0,404144.5192,209835.8406,N,36
110,20170814,1,,600032,부산광역시 중구 광복동2가 44-1,부산광역시 중구 광복로 62 (광복동2가),부산플래그십 어피치카페,2.02011E+13,U,2020-11-13 02:40:00.0,385182.0788,179661.8469,Y,152.6
113,20170901,1,,600031,부산광역시 중구 광복동1가 25,"부산광역시 중구 광복로 89, 1층 (광복동1가)",노스페이스 카페 광복점,2.02101E+13,U,2021-01-06 02:40:00.0,385450.5471,179630.4553,N,25
114,20170914,1,,600017,부산광역시 중구 중앙동7가 20-1 롯데백화점광복점,"부산광역시 중구 중앙대로 2, 롯데백화점광복점 10층 (중앙동7가)",(주)브라운핸즈 부산광복점,2.02011E+13,U,2020-11-14 02:40:00.0,385590.8147,179553.867,Y,253
119,20020806,1,,607822,부산광역시 동래구 수안동 4-1번지,부산광역시 동래구 명륜로75번길 11 (수안동),해바라기커피숍,2.01707E+13,I,2018-08-31 23:59:59.0,389666.2247,191028.1685,N,67.83
120,20030103,1,,607804,부산광역시 동래구 명륜동 533-161 1~2층,"부산광역시 동래구 명륜로129번길 58, 1~2층 (명륜동)",만랩커피 부산동래점,2.02101E+13,U,2021-01-27 02:40:00.0,389254.5118,191556.9157,N,67.5
122,20030313,1,,607835,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393 (온천동),롯데푸드(주)롯데백화점동래점커피(지하1층),2.02104E+13,U,2021-04-18 02:40:00.0,389097.8009,192260.8116,N,18.6
123,20041120,1,,607804,부산광역시 동래구 명륜동 341-1번지,부산광역시 동래구 충렬대로237번길 116 (명륜동),경다방,2.01804E+13,I,2018-08-31 23:59:59.0,389642.5968,191659.4049,N,75.48
124,20051124,1,,607815,부산광역시 동래구 사직동 45-18번지,부산광역시 동래구 사직북로33번길 23 (사직동),바스타커피(국민시장점),2.02005E+13,U,2020-05-17 02:40:00.0,387441.8217,190743.2867,N,22.2
126,19960424,1,,607802,부산광역시 동래구 명륜동 67-19번지,부산광역시 동래구 명륜로 225-1 (명륜동),꽃샘커피숍,2.02006E+13,U,2020-06-10 02:40:00.0,389603.2003,192518.3579,N,57.08
127,19961223,1,,607809,부산광역시 동래구 명장동 489-24번지,부산광역시 동래구 반송로 348 (명장동),롯데커피숍,2.01312E+13,I,2018-08-31 23:59:59.0,391582.3478,192103.439,N,88.35
128,19980116,1,,607830,부산광역시 동래구 안락동 451-22번지,부산광역시 동래구 충렬대로 421 (안락동),제일커피숍,2.01603E+13,I,2018-08-31 23:59:59.0,391584.2251,190647.19,N,56.67
129,20140217,1,,609802,부산광역시 금정구 구서동 1021-2번지,"부산광역시 금정구 금샘로 403, 1층 (구서동)",커피맘스,2.01811E+13,U,2018-11-22 02:37:36.0,389574.3399,197513.7669,N,66
130,20180523,1,,609813,부산광역시 금정구 남산동 20-37번지,"부산광역시 금정구 팔송로 17-1, 1층 (남산동)",더리터 범어사점,2.01806E+13,I,2018-08-31 23:59:59.0,390152.5176,198964.493,N,38.64
131,20180529,1,,609825,부산광역시 금정구 부곡동 389-19번지,"부산광역시 금정구 오시게로54번길 17, 1층 (부곡동)",커피노래,2.01806E+13,I,2018-08-31 23:59:59.0,390105.486,193393.0625,N,79.46
132,20180618,1,,609824,부산광역시 금정구 부곡동 391-31번지,"부산광역시 금정구 오시게로42번길 3, 1층 (부곡동)",카페오시게,2.02005E+13,U,2020-05-16 02:40:00.0,390005.0942,193319.0516,N,30.58
133,19810217,1,,617844,부산광역시 사상구 학장동 242-3번지,부산광역시 사상구 대동로 199-10 (학장동),향기커피숍,2.01708E+13,I,2018-08-31 23:59:59.0,380740.2754,184731.5333,N,69.67
134,19810406,1,,617801,부산광역시 사상구 감전동 113-7번지,부산광역시 사상구 사상로 104 (감전동),삼거리커피숍,2.01802E+13,I,2018-08-31 23:59:59.0,381314.8223,185935.5892,N,72.55
136,20170322,1,,604800,부산광역시 사하구 감천동 10-62번지,"부산광역시 사하구 옥천로 115, 2층 (감천동)",커피있집,2.01912E+13,U,2019-12-18 02:40:00.0,383213.7847,179339.4628,N,38.46
138,20040507,1,,607813,부산광역시 동래구 사직동 159-2번지,부산광역시 동래구 여고로135번길 15 (사직동),제일커피숍,2.01912E+13,U,2019-12-12 02:40:00.0,389080.7476,190938.7664,N,58.75
141,20170428,1,,604828,부산광역시 사하구 당리동 317-97번지,부산광역시 사하구 승학로 60 (당리동),하삼동커피,2.01905E+13,U,2019-06-01 02:40:00.0,379979.6664,180225.1828,N,30.34
144,20050714,1,,607832,부산광역시 동래구 온천동 281-1,부산광역시 동래구 우장춘로 155 (온천동),마미스카페,2.02102E+13,U,2021-02-07 02:40:00.0,388841.7152,193288.272,N,27.98
146,19970117,1,,607829,부산광역시 동래구 안락동 436-61번지,부산광역시 동래구 충렬대로 394-1 (안락동),하얀다방,2.01703E+13,I,2018-08-31 23:59:59.0,391316.4911,190640.3015,N,52.5
150,19971113,1,,607827,부산광역시 동래구 안락동 423-14,부산광역시 동래구 반송로208번길 6 (안락동),녹원커피숍,2.02104E+13,U,2021-04-15 02:40:00.0,390966.1764,190894.8358,N,47.56
151,19971227,1,,607827,부산광역시 동래구 안락동 422-46,부산광역시 동래구 충렬대로 341 (안락동),로타리,2.02012E+13,U,2020-12-03 02:40:00.0,390823.4241,190859.105,Y,81.34
152,19980603,1,,607823,부산광역시 동래구 수안동 162-1번지,부산광역시 동래구 명륜로 74 (수안동),경,2.00907E+13,I,2018-08-31 23:59:59.0,389764.1896,191032.0623,N,73.95
154,19980714,1,,607120,부산광역시 동래구 사직동 17-36번지,부산광역시 동래구 석사북로 1 (사직동),수향,2.01204E+13,I,2018-08-31 23:59:59.0,387527.5252,190858.8154,N,82.52
155,19980821,1,,607805,부산광역시 동래구 명륜동 633-3,부산광역시 동래구 명륜로 155 (명륜동),블랙,2.02008E+13,U,2020-08-28 02:40:00.0,389509.1641,191799.6222,N,51.08
159,20180503,1,,609816,부산광역시 금정구 남산동 995-9번지,"부산광역시 금정구 남산로37번길 40, 1층 (남산동)",커피랑 쥬시랑,2.01805E+13,I,2018-08-31 23:59:59.0,389907.6862,198200.6205,N,31.6
160,20180622,1,,609831,부산광역시 금정구 서동 208-27번지,"부산광역시 금정구 반송로 401, 1층 (서동)",정 커피(COFFEE),2.01806E+13,I,2018-08-31 23:59:59.0,391874.4565,192552.6011,N,7
162,20170504,1,,619911,부산광역시 기장군 일광면 문중리 116-1,"부산광역시 기장군 일광면 일광로 702, 1층",꽃다지,2.02007E+13,U,2020-07-12 02:40:00.0,405212.9619,202919.539,N,63
164,20171201,1,,600092,부산광역시 중구 대청동2가 7-1,"부산광역시 중구 대청로 107, 1층 (대청동2가)",넘버25호텔 대청점,2.02104E+13,U,2021-04-03 02:40:00.0,385176.3917,180113.8252,N,68.5
170,20170411,1,,604850,부산광역시 사하구 하단동 604-16번지,"부산광역시 사하구 동매로 23, 1층 (하단동)",이디야커피,2.01705E+13,I,2018-08-31 23:59:59.0,378736.301,180061.0704,N,86.86
172,20170417,1,,604827,부산광역시 사하구 다대동 1552-12,"부산광역시 사하구 다대로 682, 1층 (다대동)",이디야(부산다대포점),2.02009E+13,U,2020-09-03 02:40:00.0,379367.9724,173901.3725,N,48.65
177,20170627,1,,604851,부산광역시 사하구 하단동 492-1 외1필지(810-4),"부산광역시 사하구 낙동대로 548, 1층 (하단동)",하삼동커피 동아대점,2.02108E+13,U,2021-09-01 02:40:00.0,379029.1385,181079.8081,N,12.45
178,20170703,1,,604801,부산광역시 사하구 감천동 13-570번지,"부산광역시 사하구 옥천로75번길 12, 1층 (감천동)",수다커피,2.02004E+13,U,2020-04-23 02:40:00.0,383145.5801,179028.9055,N,39.32
182,19961001,1,,607837,부산광역시 동래구 온천동 1427-9번지,부산광역시 동래구 충렬대로 91-9 (온천동),수다방,2.01804E+13,I,2018-08-31 23:59:59.0,388523.1748,191811.457,N,67.59
183,20170817,1,,604853,부산광역시 사하구 하단동 885-17번지,"부산광역시 사하구 하신번영로 320, 1층 102호 (하단동, 옥돌골든아르빌)",이디야커피부산하단가락1단지점,2.01709E+13,I,2018-08-31 23:59:59.0,378546.515,180657.965,N,98.55
185,20170829,1,,604852,부산광역시 사하구 하단동 512-6,"부산광역시 사하구 낙동남로1405번길 26, 1층 (하단동, 호산나교회)",꿈드림,2.02012E+13,U,2020-12-17 02:40:00.0,379128.2542,180528.5557,N,297.5
187,19970318,1,,607824,부산광역시 동래구 수안동 268-0번지,부산광역시 동래구 충렬대로 254 (수안동),동래,2.01109E+13,I,2018-08-31 23:59:59.0,389985.6349,191077.1878,N,35.16
188,19970407,1,,607827,부산광역시 동래구 안락동 420-10번지,부산광역시 동래구 반송로 225 (안락동),충원,2.01604E+13,I,2018-08-31 23:59:59.0,390993.7804,191092.5972,N,0
189,19980428,1,,607831,부산광역시 동래구 온천동 1-4번지,부산광역시 동래구 금샘로7번길 43 (온천동),금강국민다방,2.01301E+13,I,2018-08-31 23:59:59.0,388844.0736,193732.9868,N,54.95
190,19980428,1,,607802,부산광역시 동래구 명륜동 67-7번지,부산광역시 동래구 명륜로 233-1 (명륜동),수커피숍,2.00907E+13,I,2018-08-31 23:59:59.0,389615.8982,192591.323,N,50.96
193,20070816,1,,607817,부산광역시 동래구 사직동 93-31번지,부산광역시 동래구 사직북로 10 (사직동),아마스빈,2.01402E+13,I,2018-08-31 23:59:59.0,387629.7706,190549.8824,N,75.25
196,20180627,1,,609844,부산광역시 금정구 청룡동 447,"부산광역시 금정구 하마1길 9, 1,2층 (청룡동)",쉐이드(SHADE),2.02012E+13,U,2020-12-19 02:40:00.0,388816.8089,199796.2764,N,188.6
197,20180702,1,,609817,부산광역시 금정구 부곡동 51-3번지,"부산광역시 금정구 기찰로102번길 12, 1층 (부곡동)","카페앤코스튬스튜디오 비인(CAFE&costume studio, Be:in)",2.01807E+13,I,2018-08-31 23:59:59.0,390583.933,195436.305,N,46.2
200,20180704,1,,609819,부산광역시 금정구 부곡동 225-6번지 경남한신아파트 상가 11동 116호,"부산광역시 금정구 중앙대로1719번길 29, 경남한신아파트 상가 11동 1층 116호 (부곡동)",메가커피 장전역점,2.01807E+13,I,2018-08-31 23:59:59.0,390200.5725,195007.6201,N,33.22
201,19811119,1,,617816,부산광역시 사상구 덕포동 422-4번지,부산광역시 사상구 사상로293번길 31 (덕포동),호림다방,2.0151E+13,I,2018-08-31 23:59:59.0,380433.1215,187546.0548,N,48.55
202,20170526,1,,619912,부산광역시 기장군 일광면 삼성리 33-3번지,"부산광역시 기장군 일광면 삼성3길 57, 2층",송담3355,2.01706E+13,I,2018-08-31 23:59:59.0,403220.8624,198603.3706,N,96.24
203,19821012,1,,617828,부산광역시 사상구 엄궁동 526번지,부산광역시 사상구 낙동대로 784-10 (엄궁동),평화,2.01303E+13,I,2018-08-31 23:59:59.0,379707.2264,183030.5234,N,97.28
204,19830611,1,,617816,부산광역시 사상구 덕포동 428-10번지,부산광역시 사상구 사상로 269 (덕포동),사상커피숍,2.01703E+13,I,2018-08-31 23:59:59.0,380445.7699,187364.5682,N,54.82
205,20170523,1,,604851,부산광역시 사하구 하단동 494-4,"부산광역시 사하구 낙동대로536번길 17, 1층 (하단동)",봄네커피 디저트카페,2.02012E+13,U,2020-12-30 02:40:00.0,379166.1653,181024.0056,N,44.88
213,20170608,1,,604851,부산광역시 사하구 하단동 870-80,"부산광역시 사하구 낙동남로1361번길 25, 1층 (하단동)",카페소원,2.02106E+13,U,2021-06-13 02:40:00.0,378676.7747,180486.5941,N,39.63
217,20160504,1,,,부산광역시 기장군 정관읍 매학리 750-12번지,부산광역시 기장군 정관읍 구연3로 3-34,티엠에스(TMS),2.01801E+13,I,2018-08-31 23:59:59.0,398247.6719,204605.5735,N,13.44
225,20170801,1,,604868,부산광역시 사하구 다대동 1573 에스엔씨빌딩,"부산광역시 사하구 다송로72번길 82, 에스엔씨빌딩 413호 (다대동)",커피산방,2.02106E+13,U,2021-06-17 02:40:00.0,380540.8368,175274.145,N,46
228,20171115,1,,604850,부산광역시 사하구 하단동 596-14번지,"부산광역시 사하구 낙동남로 1388, 1층 (하단동, 미래아이여성병원)",카페(cafe)라온,2.0191E+13,U,2019-11-02 02:40:00.0,378941.3609,180290.4454,N,10.26
229,20061226,1,,607716,부산광역시 동래구 온천동 502-3번지 롯데백화점  동래점 8층,"부산광역시 동래구 중앙대로 1393 (온천동, 롯데백화점 동래점 8층)",카페게더 롯데동래점,2.01704E+13,I,2018-08-31 23:59:59.0,389097.8009,192260.8116,N,92.45
235,20070208,1,,607822,부산광역시 동래구 수안동 9-1번지,부산광역시 동래구 명륜로63번길 17 (수안동),짱커피숍,2.01707E+13,I,2018-08-31 23:59:59.0,389667.2371,190926.6803,N,73.64
240,20150317,1,,619905,부산광역시 기장군 기장읍 동부리 335-6번지,부산광역시 기장군 기장읍 차성서로 148,카페제니아,2.01503E+13,I,2018-08-31 23:59:59.0,401182.225,196358.5527,N,68.42
241,19990116,1,,607826,부산광역시 동래구 안락동 299-3,부산광역시 동래구 충렬대로 435 (안락동),왕비다방,2.02108E+13,U,2021-09-01 02:40:00.0,391745.0539,190618.1055,Y,77.75
242,20081104,1,,607829,부산광역시 동래구 안락동 762-1번지 외 1필지(761-1),"부산광역시 동래구 안연로109번길 25 (안락동,외 1필지(761-1))",축복커피점,2.01305E+13,I,2018-08-31 23:59:59.0,390882.7547,190609.0027,N,157.74
243,19990115,1,,607842,부산광역시 동래구 온천동 1452-1번지,부산광역시 동래구 충렬대로108번길 37 (온천동),산수다방,2.00204E+13,I,2018-08-31 23:59:59.0,388702.0343,191499.4967,N,93.56
244,19701125,1,,608826,부산광역시 남구 문현동 637-6번지,부산광역시 남구 전포대로 70-1 (문현동),우정커피숍,2.01901E+13,U,2019-01-30 02:40:00.0,388312.5493,184614.36,N,50.32
245,20180222,1,,,부산광역시 기장군 정관읍 매학리 717-6번지,"부산광역시 기장군 정관읍 정관중앙로 45, 303-1호",팍스카페,2.01803E+13,I,2018-08-31 23:59:59.0,398024.2448,204621.6557,N,95.8
247,20180518,1,,,부산광역시 기장군 정관읍 매학리 204-2,"부산광역시 기장군 정관읍 매곡길 36, 2층",일마노커피,2.02107E+13,U,2021-07-30 02:40:00.0,397581.98,204254.3589,N,44
248,20180521,1,,619951,부산광역시 기장군 장안읍 장안리 455번지 1층,"부산광역시 기장군 장안읍 상장안2길 6-7, 1층",카페다인,2.01806E+13,I,2018-08-31 23:59:59.0,403969.8837,210105.3118,N,67.06
250,20180315,1,,619905,부산광역시 기장군 기장읍 동부리 330-12,"부산광역시 기장군 기장읍 차성동로 94, 103호",셀리치온,2.02108E+13,U,2021-08-20 02:40:00.0,401726.5726,196352.1137,N,36
251,20180319,1,,619902,부산광역시 기장군 기장읍 시랑리 725번지,"부산광역시 기장군 기장읍 기장해안로 98, 판타지오스퀘어 B-113호",카페미아(Cafe mia),2.01803E+13,I,2018-08-31 23:59:59.0,401472.1953,189850.7151,N,63.08
